2021 2 1 1127 3799 0 0 0 0 7 4 "Rental" 409562
2002 3 2 2141 11489 1 1 0 0 10 10 "Rental" 940146
2021 3 2 1968 8465 1 1 0 0 9 7 "Rental" 1165577
2021 3 1 1860 6559 1 1 0 0 10 3 "Owner-Occupied" 973603
2017 6 3 2910 11274 1 1 1 0 1 9 "Owner-Occupied" 1360862
2018 3 2 2081 6472 1 0 0 0 9 6 "Owner-Occupied" 804792
1991 1 1 1044 2840 0 0 0 0 5 3 "Rental" 216835
2006 4 3 2465 8918 1 0 0 0 1 10 "Owner-Occupied" 581210
2014 2 1 1006 4357 0 0 0 0 7 2 "Rental" 351343
1994 6 3 2748 9652 1 1 1 1 2 8 "Owner-Occupied" 811360
1974 2 1 1595 6785 1 0 0 0 8 4 "Owner-Occupied" 486687
2004 3 1 1779 4101 1 1 0 0 8 2 "Owner-Occupied" 558257
1969 3 2 1742 5600 1 1 0 0 8 9 "Rental" 624489
2014 3 1 1692 6323 1 1 0 0 6 7 "Owner-Occupied" 593077
2014 4 3 2036 7538 1 1 0 0 1 9 "Owner-Occupied" 916084
2021 3 2 1926 6871 1 1 0 0 8 9 "Rental" 959914
2012 4 2 2098 8714 1 1 1 0 1 9 "Owner-Occupied" 697810
1987 2 2 1333 5103 0 1 1 0 6 8 "Rental" 683070
2004 3 2 1662 3412 1 0 0 0 10 1 "Rental" 716230
2008 3 2 1796 8023 1 0 0 0 4 7 "Owner-Occupied" 770459
2016 2 1 1904 6725 1 0 0 0 8 8 "Owner-Occupied" 597057
2013 2 1 1234 3906 0 0 0 0 7 7 "Rental" 455311
2018 6 3 2917 8872 1 1 1 0 2 8 "Owner-Occupied" 1446516
2016 4 3 2293 7078 1 1 0 0 4 10 "Owner-Occupied" 794752
1974 2 1 1141 3498 0 0 0 0 4 8 "Rental" 175665
2004 4 2 2033 9366 1 1 0 0 1 9 "Owner-Occupied" 478766
2000 3 2 1976 7392 1 1 0 0 7 1 "Owner-Occupied" 821174
1991 3 2 2239 7829 1 1 0 0 5 7 "Owner-Occupied" 614424
2013 4 3 2183 7993 1 1 0 0 2 8 "Owner-Occupied" 870259
2017 2 1 1300 4963 0 1 0 0 5 2 "Rental" 544753
1984 3 1 1908 8030 1 1 0 0 9 6 "Owner-Occupied" 1235373
2010 3 1 1768 5775 1 0 1 0 10 8 "Owner-Occupied" 936571
2008 3 2 2129 5966 1 1 0 0 7 5 "Owner-Occupied" 654254
1995 3 1 1946 6641 1 1 0 0 5 8 "Owner-Occupied" 445631
2021 2 1 1162 4139 0 0 0 0 8 6 "Rental" 527178
2002 3 2 1836 7616 1 0 0 0 8 4 "Owner-Occupied" 580294
1998 2 1 1168 3828 0 0 0 0 2 1 "Rental" 324476
1997 3 2 1354 8197 0 1 0 0 8 7 "Rental" 667800
2017 3 2 1572 5487 0 0 0 0 8 5 "Rental" 771754
2016 2 2 1914 8913 1 0 1 0 6 8 "Owner-Occupied" 862213
2002 3 2 1933 4888 1 1 0 0 10 4 "Rental" 859872
2021 2 1 1181 3566 0 0 0 0 9 5 "Rental" 614623
2018 3 1 1915 7447 1 1 0 0 8 8 "Owner-Occupied" 808128
2011 3 1 1892 7419 1 0 0 0 4 9 "Owner-Occupied" 582846
2018 2 1 1237 5943 0 0 0 1 6 4 "Rental" 342858
2015 4 2 2388 9878 1 0 0 0 1 10 "Owner-Occupied" 830814
2021 2 1 1192 4248 0 0 1 0 6 7 "Owner-Occupied" 454304
2009 3 1 1847 9423 1 0 0 0 8 7 "Owner-Occupied" 617118
1998 3 2 1969 7142 1 1 1 0 8 7 "Owner-Occupied" 1032699
2021 3 2 2024 8411 1 1 0 0 4 7 "Owner-Occupied" 1058767
1997 3 1 1865 6855 1 1 0 0 8 5 "Owner-Occupied" 886672
2016 2 1 1254 5847 0 0 0 0 4 6 "Rental" 450638
2004 3 1 1437 5310 0 1 0 1 9 3 "Rental" 640912
2019 3 2 1386 5184 0 0 1 0 8 9 "Owner-Occupied" 685016
2012 1 1 883 3719 0 0 0 0 2 3 "Rental" 197451
2012 1 1 1020 6515 0 0 0 0 4 5 "Rental" 287579
2019 4 2 2043 5212 1 1 0 0 1 7 "Owner-Occupied" 826144
2009 3 2 1986 8080 1 1 0 0 10 6 "Owner-Occupied" 835968
1991 2 1 1093 3445 0 0 0 0 8 2 "Rental" 493465
2021 4 2 2301 7998 1 1 0 1 1 9 "Owner-Occupied" 732240
2009 2 1 1166 4353 0 0 0 0 8 2 "Rental" 506527
2014 2 2 1938 8046 1 0 0 0 4 8 "Owner-Occupied" 650442
2018 3 2 1559 4487 0 1 1 0 8 6 "Owner-Occupied" 734518
2017 3 2 1990 9199 1 1 0 0 6 7 "Owner-Occupied" 772148
2021 3 2 2062 6189 1 1 0 0 6 8 "Owner-Occupied" 800807
2006 1 1 979 4498 0 0 0 0 3 2 "Rental" 218486
2010 6 3 2759 8250 1 1 1 0 4 9 "Owner-Occupied" 1181186
2010 4 2 2397 8978 1 0 0 0 1 9 "Owner-Occupied" 587052
1984 4 2 2205 10226 1 0 0 0 1 7 "Owner-Occupied" 434725
2020 2 2 1234 4669 0 0 0 0 8 5 "Rental" 549245
2021 3 2 2260 9141 1 1 0 0 8 5 "Owner-Occupied" 988372
1990 2 1 1125 5637 0 1 0 0 5 4 "Rental" 366545
2005 4 3 2256 10010 1 1 0 0 1 8 "Owner-Occupied" 501568
1999 4 3 2094 5933 1 1 0 0 1 10 "Rental" 779346
2017 2 1 1889 5673 1 0 0 0 9 4 "Owner-Occupied" 1338948
2019 2 2 1392 3523 0 0 0 0 7 5 "Rental" 494223
2021 2 1 1109 3367 0 0 0 0 6 1 "Rental" 462075
2014 3 2 2127 6616 1 1 0 0 4 9 "Owner-Occupied" 608191
1984 3 1 1999 8029 1 0 0 0 8 4 "Owner-Occupied" 569305
2016 2 1 1671 5388 1 0 0 0 8 5 "Owner-Occupied" 569304
2014 4 2 2155 8496 1 1 0 0 1 8 "Owner-Occupied" 573619
2013 3 2 1928 7260 1 0 0 0 7 5 "Rental" 799331
2021 3 1 1908 7601 1 1 0 0 8 8 "Owner-Occupied" 1036685
2016 2 1 1557 6609 1 0 0 0 4 3 "Rental" 692468
2015 2 1 1188 4481 0 0 0 0 3 9 "Rental" 505182
2021 2 1 1395 4027 0 0 0 0 9 2 "Rental" 988501
2008 3 2 1934 8279 1 1 0 0 7 6 "Owner-Occupied" 1027792
2006 1 1 1069 4719 0 0 0 0 6 4 "Rental" 292749
2002 6 3 2563 7968 1 1 1 0 1 8 "Owner-Occupied" 778269
1993 3 2 2091 5692 1 1 0 0 6 7 "Owner-Occupied" 971151
2015 4 2 2088 9557 1 1 0 0 1 9 "Owner-Occupied" 697051
2020 4 1 1632 7309 0 1 1 1 1 10 "Owner-Occupied" 1036420
1994 2 2 1411 5310 0 0 0 0 6 1 "Rental" 598444
2010 2 1 1829 6690 1 0 0 0 5 1 "Owner-Occupied" 605222
2009 1 1 999 4109 0 0 0 0 5 2 "Owner-Occupied" 143380
2010 4 3 2411 10522 1 1 0 0 1 10 "Owner-Occupied" 573643
2008 2 1 1786 4816 1 0 1 0 6 8 "Owner-Occupied" 588025
2002 4 3 2100 6230 1 0 0 0 1 9 "Rental" 752821
2004 3 2 1797 6467 1 0 0 0 9 6 "Rental" 711603
2014 4 2 2009 7300 1 1 0 0 4 8 "Owner-Occupied" 798472
2018 2 1 1368 5761 0 0 0 0 3 8 "Rental" 251172
1985 3 2 2107 5832 1 1 0 0 2 4 "Owner-Occupied" 354990
2020 3 2 1474 4795 0 1 0 0 7 3 "Rental" 986841
2002 2 1 1235 6891 0 1 0 0 7 4 "Rental" 616501
2017 4 3 2136 8610 1 1 0 0 1 7 "Owner-Occupied" 872964
1987 4 3 2238 8653 1 1 0 0 2 8 "Owner-Occupied" 782708
1988 4 3 2090 8442 1 1 0 0 1 10 "Owner-Occupied" 764277
1998 3 2 2004 6150 1 1 0 0 6 4 "Owner-Occupied" 556878
2009 1 1 980 3840 0 0 0 0 4 2 "Rental" 245018
2016 3 2 1243 4530 0 0 0 0 8 4 "Rental" 862407
1997 3 1 1875 5893 1 0 0 0 9 7 "Owner-Occupied" 912744
2017 2 2 1410 5179 0 0 0 0 7 3 "Rental" 475142
2016 3 2 1525 5634 0 1 0 0 8 5 "Rental" 748656
2019 4 3 2273 8391 1 1 0 0 1 10 "Owner-Occupied" 897216
2009 3 1 1885 4692 1 1 0 0 8 4 "Owner-Occupied" 940155
2007 2 1 1176 5000 0 0 0 0 3 3 "Rental" 308805
2001 4 3 2455 9701 1 1 1 0 1 10 "Owner-Occupied" 668935
1990 3 1 1994 8652 1 1 0 0 6 9 "Owner-Occupied" 530208
2021 3 1 1857 7702 1 0 0 0 9 6 "Owner-Occupied" 880392
2002 3 2 1802 5153 1 0 0 0 8 8 "Owner-Occupied" 495895
2007 2 1 1211 5230 0 0 0 0 7 4 "Rental" 561637
2020 1 1 1028 2753 0 0 0 0 8 1 "Rental" 304651
1971 2 1 1418 4106 0 0 0 0 8 5 "Rental" 257988
2019 2 2 1363 5017 0 0 0 0 5 7 "Rental" 513606
2020 3 2 1971 6173 1 1 0 0 9 6 "Owner-Occupied" 780541
2010 2 2 1256 3579 0 1 0 1 8 3 "Rental" 480532
1991 3 1 1658 6016 1 1 0 0 6 4 "Owner-Occupied" 427529
2001 2 2 1287 3718 0 0 0 0 7 1 "Rental" 473621
2018 3 2 1904 9379 1 1 0 0 5 9 "Owner-Occupied" 781752
2016 3 2 2002 3694 1 1 1 0 6 5 "Owner-Occupied" 998145
1989 3 1 1646 5517 1 0 0 0 8 8 "Rental" 713867
2018 4 3 2345 11969 1 1 1 0 1 10 "Owner-Occupied" 944977
2009 3 2 1516 4789 0 1 0 0 9 6 "Rental" 726940
2019 3 2 1269 5935 0 0 0 0 7 9 "Owner-Occupied" 510394
2005 2 1 1854 6032 1 1 0 0 6 4 "Owner-Occupied" 707520
2017 3 2 1994 4957 1 1 0 0 7 4 "Owner-Occupied" 876650
2013 3 2 2223 8302 1 1 0 0 8 7 "Rental" 1452747
2018 4 3 2155 9308 1 1 0 0 1 10 "Owner-Occupied" 688373
2012 2 1 1109 4846 0 0 0 0 8 3 "Rental" 495841
2014 4 2 2307 9767 1 1 1 0 2 10 "Owner-Occupied" 888657
1992 4 2 2248 5545 1 1 0 0 2 8 "Owner-Occupied" 1600277
1992 1 1 1151 4476 0 0 0 0 3 1 "Rental" 422085
2008 4 2 2324 8744 1 1 0 0 6 7 "Owner-Occupied" 954312
2021 3 1 1476 5340 0 1 0 0 8 4 "Owner-Occupied" 664754
2000 3 2 1789 7547 1 0 0 0 7 7 "Rental" 637786
2010 4 3 1980 5246 0 1 0 0 1 7 "Owner-Occupied" 418103
2021 4 2 1980 8859 1 0 0 0 1 9 "Owner-Occupied" 651166
1993 1 1 1069 4020 0 0 0 0 2 3 "Rental" 132862
2000 4 3 2492 8367 1 0 1 0 2 10 "Owner-Occupied" 803582
2019 3 2 2159 5397 1 0 0 1 7 8 "Owner-Occupied" 962486
2001 3 2 1307 5282 0 0 0 0 7 7 "Rental" 822749
1997 3 2 1880 5143 1 1 0 0 8 8 "Owner-Occupied" 637993
2020 4 3 2321 8878 1 1 1 0 1 8 "Owner-Occupied" 819938
2006 3 2 2057 5152 1 1 0 0 8 5 "Owner-Occupied" 585950
2021 3 2 1945 7633 1 0 0 0 7 7 "Rental" 851196
2019 3 1 1956 9793 1 1 0 0 9 7 "Owner-Occupied" 1217540
1994 3 2 1675 4411 1 1 0 0 7 3 "Owner-Occupied" 482483
2016 2 1 1352 3967 0 0 0 0 6 2 "Rental" 291160
2015 3 2 2215 8400 1 1 0 0 7 7 "Owner-Occupied" 750215
2021 4 2 2131 8879 1 0 0 0 1 10 "Owner-Occupied" 672350
2020 4 2 1940 8268 1 1 0 0 1 9 "Owner-Occupied" 1202639
2019 4 1 1919 8511 1 1 1 0 1 8 "Owner-Occupied" 716864
2017 2 1 997 3803 0 1 0 0 10 1 "Rental" 1191448
2016 4 2 2054 8277 1 0 0 0 1 9 "Owner-Occupied" 642183
2021 3 2 2141 10044 1 1 0 0 7 8 "Owner-Occupied" 953358
2021 3 2 1820 7372 1 1 0 0 8 5 "Owner-Occupied" 842659
2011 3 2 1939 10027 1 0 0 0 7 7 "Owner-Occupied" 706412
2017 6 3 2501 5152 1 1 1 0 1 9 "Owner-Occupied" 816684
2000 2 1 1184 4892 0 0 0 0 6 1 "Rental" 358103
2008 3 2 1931 8218 1 1 0 0 9 1 "Owner-Occupied" 846196
1986 3 1 2007 8190 1 1 0 0 8 6 "Owner-Occupied" 959483
2021 2 1 1331 5885 0 1 0 0 2 6 "Rental" 514725
1980 2 1 1261 4383 0 0 0 0 5 1 "Rental" 211143
2017 3 1 1182 4570 0 0 0 0 7 4 "Rental" 489472
2021 3 1 1814 6758 1 0 0 0 10 5 "Owner-Occupied" 1143193
1995 2 1 1748 6118 1 0 0 0 8 8 "Owner-Occupied" 477169
2019 4 2 2106 9732 1 1 0 0 2 7 "Owner-Occupied" 666693
2017 2 1 1613 4609 1 1 0 0 8 3 "Owner-Occupied" 525091
2021 3 2 2081 7116 1 1 0 0 8 6 "Owner-Occupied" 1048202
1993 2 2 1315 5637 0 0 0 0 5 4 "Rental" 280977
1997 4 2 2113 7837 1 0 0 0 1 8 "Owner-Occupied" 559951
2013 2 1 1413 3549 0 0 0 0 8 5 "Rental" 854321
1986 3 2 1998 7218 1 1 0 0 9 3 "Owner-Occupied" 600299
2013 2 1 1469 5609 0 0 0 0 3 4 "Rental" 297403
2018 6 3 2951 14796 1 1 1 0 1 10 "Owner-Occupied" 1054512
1979 3 2 1868 6789 1 0 0 0 8 6 "Owner-Occupied" 548892
2020 4 2 2049 7429 1 1 0 0 1 9 "Owner-Occupied" 610097
2011 3 2 2202 8632 1 1 0 0 4 5 "Owner-Occupied" 560471
2004 3 2 1997 3716 1 1 0 0 7 4 "Owner-Occupied" 522392
2004 3 2 2010 7661 1 1 0 0 8 8 "Owner-Occupied" 650625
2020 3 2 1784 7556 1 1 0 0 9 8 "Owner-Occupied" 833214
2016 3 2 1972 8172 1 1 0 0 9 9 "Owner-Occupied" 847551
2018 3 2 1846 3598 1 1 0 1 8 4 "Rental" 922524
2020 3 2 1903 6496 1 0 0 1 7 5 "Owner-Occupied" 698444
2012 3 2 2045 10152 1 1 0 0 7 4 "Owner-Occupied" 757396
2018 8 3 2894 6542 1 1 1 0 1 9 "Owner-Occupied" 1385074
2005 4 3 2130 6831 1 1 0 0 3 4 "Owner-Occupied" 515414
1996 3 1 1290 5766 0 0 0 0 7 6 "Rental" 641739
2005 4 2 2051 5853 1 1 0 0 1 8 "Owner-Occupied" 489839
1998 2 1 1262 4406 0 0 0 0 9 4 "Rental" 507351
2016 3 1 2004 7652 1 0 0 0 5 2 "Owner-Occupied" 660561
2017 3 2 1907 7281 1 1 0 0 9 5 "Rental" 1059955
2021 2 1 1298 6175 0 0 0 0 8 2 "Rental" 559428
2014 3 2 1810 7060 1 1 1 0 10 6 "Owner-Occupied" 1096333
2021 3 1 1858 5424 1 1 0 0 3 6 "Rental" 780377
2010 2 1 1314 4814 0 0 0 0 8 3 "Rental" 658885
2021 2 1 1125 3867 0 0 0 0 7 7 "Rental" 603503
2015 3 1 1967 8289 1 1 0 0 8 8 "Owner-Occupied" 722771
1987 3 2 1917 7640 1 1 0 0 9 8 "Rental" 666030
2021 2 2 1389 5709 0 0 0 0 4 5 "Rental" 581860
2019 1 1 852 2529 0 0 0 0 1 3 "Rental" 203100
2017 3 2 2216 5060 1 1 0 0 8 8 "Rental" 1081569
2020 3 2 2213 6587 1 0 0 0 4 6 "Owner-Occupied" 533278
2021 3 2 1930 9078 1 1 0 0 3 5 "Owner-Occupied" 924966
2016 2 1 1023 4574 0 0 0 0 7 1 "Rental" 401110
2014 3 2 2201 8299 1 0 0 0 2 9 "Owner-Occupied" 529585
2012 4 2 2407 10254 1 0 0 0 1 9 "Owner-Occupied" 1108703
2005 3 2 2228 8217 1 0 0 0 9 8 "Owner-Occupied" 656654
2020 2 1 1207 3946 0 0 0 0 8 3 "Rental" 433054
2016 2 1 1243 2704 0 0 0 0 3 1 "Rental" 308536
1960 2 1 1250 4631 0 0 0 0 9 1 "Rental" 613169
2018 2 1 1247 4544 0 1 0 0 7 6 "Rental" 419847
2010 3 2 2046 9375 1 0 0 0 6 8 "Owner-Occupied" 629823
2001 3 2 1787 6508 1 1 0 0 9 9 "Owner-Occupied" 624523
2017 1 1 978 3471 0 0 0 0 5 3 "Rental" 329637
2003 2 2 1255 4565 0 0 0 0 8 5 "Rental" 608929
2008 3 1 1976 10229 1 1 0 0 7 6 "Owner-Occupied" 651347
2003 4 2 2173 7955 1 1 1 0 1 10 "Owner-Occupied" 940724
1971 3 2 2082 4433 1 1 1 0 8 2 "Owner-Occupied" 576208
2019 1 1 1319 4781 0 0 0 0 3 1 "Rental" 792034
2007 4 3 2250 5604 1 1 0 0 1 7 "Owner-Occupied" 525842
2014 3 2 2020 6927 1 1 1 0 9 8 "Owner-Occupied" 1981397
1987 4 3 1713 6300 0 1 0 0 3 9 "Owner-Occupied" 523415
2014 2 1 1814 7069 1 0 0 0 5 2 "Owner-Occupied" 449712
1982 3 1 2060 6557 1 1 0 0 7 2 "Rental" 584822
2019 4 3 2440 7278 1 1 1 0 1 9 "Owner-Occupied" 830922
2020 3 1 1722 6560 1 1 0 0 9 7 "Owner-Occupied" 877979
2008 3 1 2028 7182 1 1 0 0 8 8 "Owner-Occupied" 664057
1979 3 2 1999 9456 1 1 0 0 3 8 "Owner-Occupied" 586973
2009 2 2 1371 4308 0 0 0 0 5 1 "Rental" 588327
1978 3 2 1959 6641 1 1 0 0 5 2 "Owner-Occupied" 574856
2015 2 1 1142 5010 0 0 0 0 7 2 "Rental" 398130
2021 3 2 1342 4615 0 0 0 0 6 2 "Owner-Occupied" 533246
1979 3 2 1455 4267 1 1 1 0 8 7 "Owner-Occupied" 643539
1994 6 3 3030 14966 1 1 1 1 1 10 "Owner-Occupied" 840637
2016 3 2 2053 5374 1 0 1 0 7 4 "Owner-Occupied" 1036975
2021 3 1 1869 9063 1 0 0 0 7 9 "Owner-Occupied" 912395
2002 2 1 1215 4792 0 0 0 0 7 6 "Rental" 604347
2012 3 2 1821 6167 1 1 0 1 10 6 "Owner-Occupied" 999619
2019 3 1 2082 7119 1 1 0 0 6 8 "Owner-Occupied" 660421
2019 3 1 1583 6283 0 0 0 0 4 9 "Owner-Occupied" 369471
2013 4 2 2358 8643 1 1 0 1 1 9 "Owner-Occupied" 902341
2019 4 3 2144 6948 1 1 0 0 5 9 "Owner-Occupied" 869418
2021 3 2 1953 6284 1 1 0 0 10 8 "Rental" 1331578
2013 3 2 1936 7587 1 1 0 0 7 5 "Rental" 1036663
2021 3 2 1823 6469 1 0 0 0 8 4 "Owner-Occupied" 824860
1970 3 2 2124 6947 1 1 1 0 6 9 "Owner-Occupied" 619513
2018 4 2 2190 8798 1 0 0 0 1 9 "Owner-Occupied" 760061
1997 2 1 1296 5692 0 0 0 0 8 5 "Rental" 438473
2006 3 2 2068 5170 1 1 0 0 9 7 "Rental" 1193329
2018 3 2 1946 7052 1 1 0 0 4 6 "Owner-Occupied" 839595
2015 2 1 1247 4614 0 0 0 0 6 5 "Rental" 330696
2020 3 1 1717 6218 1 1 0 0 8 8 "Rental" 783294
2007 3 2 1968 7453 1 1 0 0 7 4 "Owner-Occupied" 1004530
2015 3 2 1878 7879 1 1 0 1 8 4 "Owner-Occupied" 923350
2021 4 3 2178 9085 1 1 0 0 1 9 "Owner-Occupied" 1128707
2003 1 1 981 2918 0 0 0 0 4 1 "Rental" 482139
2020 3 2 1850 5258 1 1 0 0 8 6 "Owner-Occupied" 746264
1978 3 1 1784 7917 1 0 0 0 6 6 "Owner-Occupied" 390957
2005 3 2 2097 9931 1 0 0 0 8 5 "Owner-Occupied" 746194
2017 3 2 1972 5325 1 1 1 0 6 4 "Owner-Occupied" 844224
1988 3 2 1938 5780 1 1 0 0 9 3 "Rental" 810001
2021 6 3 2912 9313 1 1 0 0 1 9 "Owner-Occupied" 847859
2001 2 1 979 3092 0 1 0 0 7 4 "Rental" 227770
2020 3 2 1837 7117 1 1 0 0 9 3 "Owner-Occupied" 844962
1999 3 2 1998 8314 1 1 0 0 2 5 "Owner-Occupied" 379658
1975 1 1 1091 3895 0 0 0 1 5 1 "Rental" 173975
2018 3 2 2305 11055 1 1 0 0 8 3 "Owner-Occupied" 1297121
1996 2 1 1266 4294 0 0 0 0 8 1 "Rental" 390437
2016 4 3 2454 7311 1 0 0 0 1 9 "Owner-Occupied" 828513
2019 8 3 3131 15012 1 1 1 1 1 10 "Owner-Occupied" 1677421
2021 3 2 1933 6578 1 0 0 0 9 8 "Rental" 1001325
2013 3 2 1855 7287 1 1 0 0 9 4 "Owner-Occupied" 1180647
1977 3 2 1939 7384 1 1 0 0 5 8 "Owner-Occupied" 1084759
2020 3 1 2014 7049 1 1 0 0 6 6 "Owner-Occupied" 714684
2018 2 1 1228 3927 0 0 0 0 5 6 "Owner-Occupied" 337116
1993 1 1 1266 5041 0 0 0 0 2 2 "Rental" 678873
2004 3 1 1908 7514 1 1 0 0 5 7 "Rental" 538777
2007 4 3 2110 6670 1 1 0 1 1 9 "Owner-Occupied" 653073
2010 4 2 2032 6846 1 0 0 0 1 7 "Owner-Occupied" 447678
2018 4 2 1947 7596 1 0 0 0 4 8 "Owner-Occupied" 664537
2009 1 1 978 4151 0 0 0 0 3 2 "Rental" 458517
2015 3 2 2092 6742 1 1 0 0 7 4 "Owner-Occupied" 1140293
2020 3 2 2059 6416 1 1 0 0 5 7 "Owner-Occupied" 827011
2019 3 1 1522 4470 0 0 0 0 6 6 "Owner-Occupied" 708045
2017 2 1 1220 4336 0 1 1 0 5 3 "Owner-Occupied" 792618
1991 2 1 1129 4692 0 0 0 0 6 2 "Rental" 282045
2015 2 1 1836 6990 1 0 0 0 7 9 "Owner-Occupied" 918514
2016 3 2 2073 5963 1 1 0 0 9 7 "Owner-Occupied" 867612
2013 4 2 2259 7037 1 1 0 0 1 8 "Owner-Occupied" 533560
2007 3 2 1918 7401 1 0 0 0 5 8 "Owner-Occupied" 677201
2021 3 2 1788 9050 1 0 0 0 4 4 "Owner-Occupied" 697258
2008 3 2 2007 6156 1 0 0 0 7 4 "Owner-Occupied" 1261336
2021 4 3 1997 7041 1 1 0 0 1 9 "Owner-Occupied" 699654
1959 3 2 2022 8045 1 0 0 0 6 4 "Rental" 559953
2018 3 1 1380 5935 0 1 0 0 7 8 "Owner-Occupied" 477793
2007 3 2 1780 6585 1 1 0 0 9 8 "Rental" 892065
2018 1 1 1238 5179 0 0 0 0 7 1 "Rental" 330463
2021 3 2 1669 4848 1 0 0 0 10 6 "Owner-Occupied" 943169
1999 4 2 2035 6454 1 0 0 0 1 9 "Owner-Occupied" 533534
2017 4 2 2374 7014 1 0 0 0 3 9 "Owner-Occupied" 1606260
2012 3 1 1798 4597 1 1 0 0 9 3 "Rental" 790563
2013 2 1 1184 5588 0 0 0 0 7 2 "Rental" 675645
2014 3 2 2007 8016 1 1 0 0 6 9 "Owner-Occupied" 864613
2002 3 1 1778 7191 1 0 0 0 9 4 "Owner-Occupied" 711183
2021 4 1 2027 5917 1 1 0 0 4 6 "Owner-Occupied" 760519
2021 2 1 1885 8268 1 1 0 0 8 4 "Owner-Occupied" 822873
1983 2 2 1203 4817 0 0 0 0 7 4 "Rental" 466965
2013 1 1 1110 4793 0 0 0 0 3 2 "Rental" 269442
2017 2 1 1206 3904 0 0 0 0 7 1 "Rental" 454078
2008 2 1 1269 5348 0 0 0 0 6 7 "Rental" 444922
2020 2 1 1385 4765 0 0 0 0 8 1 "Rental" 508676
2017 2 2 1275 6450 0 0 0 1 8 5 "Rental" 666795
1992 3 2 2025 6599 1 1 0 0 6 9 "Owner-Occupied" 660606
2018 6 3 2921 10437 1 1 1 0 1 9 "Owner-Occupied" 939550
1999 2 2 1258 5368 0 0 0 0 8 5 "Rental" 514164
2021 2 1 1875 7757 1 1 1 0 5 8 "Owner-Occupied" 1057608
2009 2 1 1273 4816 0 0 0 0 4 2 "Rental" 423717
2000 1 1 1033 3963 0 0 0 0 2 1 "Rental" 229726
2002 3 2 1669 3967 1 0 0 0 5 2 "Owner-Occupied" 431947
2020 3 2 1952 7315 1 1 0 0 9 6 "Owner-Occupied" 848934
2008 3 2 1825 7319 1 1 0 0 7 8 "Owner-Occupied" 623624
2021 3 2 2037 7470 1 1 0 0 7 4 "Owner-Occupied" 922304
2021 4 2 2084 7965 1 1 0 0 1 9 "Owner-Occupied" 661828
1992 3 2 2089 9237 1 0 0 0 9 9 "Rental" 766470
2020 2 1 1212 3936 0 1 0 0 7 3 "Rental" 382096
2021 6 3 2398 8193 1 1 1 0 1 9 "Owner-Occupied" 1019286
